0, 228, 154
1, 228, 152
2, 228, 154
3, 228, 154
4, 229, 154
5, 229, 154
6, 229, 154
7, 229, 154
8, 229, 154
9, 229, 154
10, 229, 154
11, 229, 154
12, 229, 154
13, 228, 154
14, 228, 154
15, 228, 153
16, 228, 154
17, 228, 154
18, 228, 154
19, 228, 153
20, 228, 154
21, 228, 154
22, 228, 154
23, 228, 154
24, 228, 154
25, 228, 154
26, 228, 154
27, 228, 153
28, 228, 154
29, 228, 154
30, 228, 153
31, 228, 153
32, 228, 154
33, 228, 154
34, 228, 154
35, 228, 154
36, 229, 154
37, 229, 154
38, 229, 154
39, 229, 154
40, 229, 154
41, 229, 155
42, 229, 156
43, 228, 156
44, 228, 156
45, 228, 156
46, 228, 154
47, 228, 153
48, 228, 153
49, 228, 154
50, 228, 154
51, 228, 154
52, 228, 154
53, 228, 154
54, 229, 154
55, 229, 154
56, 229, 154
57, 229, 153
58, 229, 154
59, 229, 154
60, 229, 154
61, 228, 154
62, 228, 154
63, 228, 154
64, 228, 154
65, 228, 154
66, 228, 154
67, 228, 153
68, 228, 153
69, 228, 153
70, 228, 153
71, 228, 153
72, 228, 153
73, 228, 153
74, 228, 153
75, 228, 153
76, 228, 153
77, 228, 153
78, 228, 153
79, 228, 153
80, 228, 153
81, 228, 153
82, 228, 153
83, 228, 153
84, 228, 153
85, 228, 153
86, 228, 153
87, 229, 153
88, 229, 153
89, 229, 153
90, 229, 153
91, 229, 153
92, 229, 153
93, 229, 153
94, 229, 153
95, 230, 153
96, 229, 153
97, 229, 153
98, 229, 153
99, 229, 154
100, 229, 154
101, 228, 153
102, 228, 153
103, 228, 153
104, 228, 153
105, 228, 154
106, 228, 154
107, 228, 153
108, 228, 153
109, 228, 153
110, 228, 153
111, 229, 153
112, 229, 153
113, 229, 153
114, 229, 153
115, 229, 154
116, 229, 154
117, 230, 153
118, 230, 153
119, 230, 153
120, 230, 153
121, 230, 153
122, 230, 153
123, 230, 153
124, 229, 153
125, 229, 153
126, 229, 153
127, 229, 153
128, 229, 153
129, 229, 155
130, 230, 153
131, 230, 153
132, 230, 153
133, 229, 154
134, 229, 154
135, 229, 154
136, 229, 154
137, 229, 154
138, 229, 154
139, 229, 154
140, 229, 156
141, 229, 154
142, 229, 153
143, 229, 153
144, 229, 153
145, 229, 153
146, 228, 153
147, 228, 153
148, 228, 153
149, 228, 153
150, 228, 153
151, 228, 153
152, 228, 153
153, 228, 153
154, 229, 153
155, 229, 153
156, 229, 155
157, 229, 153
158, 229, 153
159, 229, 155
160, 229, 153
161, 228, 154
162, 228, 154
163, 228, 154
164, 228, 154
165, 228, 156
166, 229, 154
167, 229, 154
168, 229, 154
169, 230, 156
170, 230, 156
171, 230, 156
172, 230, 156
173, 230, 156
174, 230, 156
175, 230, 156
176, 230, 155
177, 230, 155
178, 229, 155
179, 229, 155
180, 229, 155
181, 229, 155
182, 229, 155
183, 229, 155
184, 229, 155
185, 229, 155
186, 229, 154
187, 229, 156
188, 229, 156
189, 229, 156
190, 229, 156
191, 229, 156
192, 229, 155
193, 229, 155
194, 229, 155
195, 229, 155
196, 229, 155
197, 229, 155
198, 229, 155
199, 229, 153
200, 229, 155
201, 229, 154
202, 229, 154
203, 229, 153
204, 229, 153
205, 229, 153
206, 229, 153
207, 229, 153
208, 229, 154
